,ID,Date,Company,Title,Location,Description,Level,Type,Function,Industry,Link
435,,1/30/24,1898 & Co.,Assistant Electrical Engineer - 1898 & Co. Energy & Utilities Consulting (Kansas City),"Kansas City, MO",,-1,-1,-1,-1,https://www.linkedin.com/jobs/view/assistant-electrical-engineer-1898-co-energy-utilities-consulting-kansas-city-at-1898-co-3732433034?refId=BHByA9rOKp4LqrL0TYckjw%3D%3D&trackingId=X1iRVWYNoXE%2FLIu%2Fe8wGkw%3D%3D&position=13&pageNum=17&trk=public_jobs_jserp-result_search-card
436,,1/30/24,1898 & Co.,Assistant Electrical Engineer- 1898 & Co. Energy & Utilities Consulting (Kansas City),"Kansas City, MO","Description  The Assistant Electrical Engineer (or Energy & Utilities Analyst) will assist our clients by helping execute a variety of engineering and power system studies, to bring together the technical and economic knowledge needed to develop strategic roadmaps. Our goal is to help our clients create a strong, smart, and sustainable electric grid.  The Energy & Utilities Analyst will provide analysis to assist utilities’ ability to transform within the power industry as it becomes less dependent on fossil fuel and integrates more renewable energy. The Energy & Utilities Analyst will help our clients transition the power grid for “tomorrow” through power generation, transmission, and distribution planning and engineering studies.  The Energy & Utilities Analyst will work under the supervision of a project manager to assist with developing solutions to technical and economic challenges encountered by our utility clients. The Energy & Utilities Analyst will perform power system studies involving planning and operations, typically triggered by renewable generation additions to the system replacing fossil generation. These studies include, but are not limited to, the analysis of power flow, transient stability, short circuit, electromagnetic transients, reliability, and economic dispatch of electric transmission and distribution systems.  Typical Duties May Include The Following   Assist with engineering, financial, and technical analysis for various engineering projects focused on power delivery and systems. Assist with power system planning and operations analysis including power flow, transient, stability, short circuit, electromagnetic transients, reliability, and economic dispatch. Perform transmission/distribution study analysis utilizing power system software. Apply basic electrical engineering theory and principles to complete assigned tasks on planning, analysis, and other projects. Apply basic knowledge of commonly used electrical concepts, practices, codes, and procedures within the engineering services industry. Assist with technical assessments that evaluate impacts associated with rules implemented by regulatory agencies. Assist with renewable integration studies and retirement impact studies (namely coal-fired power plants) Assist in analyzing life-cycle project impacts by developing and incorporating technical assumptions regarding costs and engineering performance estimates. Assists in the electrical engineering design of utility planning projects through the conceptual phase. Assist with interpreting engineering and business implications to client projects. Assist with technical and business-related risk assessments. Assist with developing technical reports and presentations summarizing results of analysis. Assist with client presentations, engineering reviews, financial analysis, and contract administration for the design/planning of utility and power delivery systems. All other duties as assigned.   Qualifications   Bachelor Degree in Electrical Engineering or related degree from an ABET accredited program required or; Bachelor Degree in Electrical or related Engineering Technology from an ABET accredited program and successful completion of Fundamentals of Engineering (FE) exam required. Prior internship and/or related consulting experience preferred. Basic knowledge in standard electrical engineering techniques, principles and procedures. Excellent written and verbal communication skills. Ability to work methodically and analytically in a quantitative problem-solving environment and demonstrated critical thinking skills. Proficient computer skills (e.g. Microsoft Office Suite). Basic computer skills include AutoCAD, BIM (Revit), 3D Rendering Programs, hydraulic analysis, and HVAC analysis programs. Strong attention to detail, facilitation, team building, collaboration, organization and problem solving skills. Demonstrated leadership skills. Engineers in Training-EIT Certification preferred. Minimum of a 3.0 GPA strongly preferred. Involvement on campus or in the community preferred. Candidates must be legally authorized to work permanently (i.e., without time limitations, without restrictions or without need for work sponsorship) in the country where this position is located.   EEO/Minorities/Females/Disabled/Veterans  Job Electrical Engineering  Primary Location US-MO-Kansas City  Other Locations United States  Schedule: Full-time  Travel: Yes, 25 % of the Time  About 1898 & Co.  1898 & Co. is a business, technology and security solutions consultancy where experience and foresight come together to unlock lasting advancements. We innovate today to fuel our clients’ future growth, catalyzing insights that drive smarter decisions, improve performance and maximize value. As part of Burns & McDonnell, we draw on more than 120 years of deep and broad experience in complex industries as we envision and enable the future for our clients.  Burns & McDonnell is an Equal Opportunity Employer Minorities/Females/Disabled/Veterans  Req ID: 234578 Job Hire Type New Grad  #E98  ",Entry level,Full-time,Engineering and Information Technology,Business Consulting and Services,https://www.linkedin.com/jobs/view/assistant-electrical-engineer-1898-co-energy-utilities-consulting-kansas-city-at-1898-co-3732427886?refId=BHByA9rOKp4LqrL0TYckjw%3D%3D&trackingId=ovc0cirKdWsHgMjOuM4%2BXA%3D%3D&position=14&pageNum=17&trk=public_jobs_jserp-result_search-card
437,,1/25/24,California Therapy Services,Home Health Physical Therapist (PT),"Altadena, CA","We are looking to hire highly motivated, organized, and skilled Physical Therapists with an attitude to continously learn, improve, and provide our patient's with the best care possible!  Why California Therapy Services?  We have been the industry leader throughout Southern California for nearly a decade. We have a very high referral volume that allows our therapists to stay closer to home than our competition. We also have our own in house Nurse Case Manager to provide the highest level of clinical support to you! Here's a few other benefits of our company:   New to home health? New grad? We provide a 1 on 1 orientation that fully educates in the rules, regulations, protocols, and everything you need to know to be successful in home health. The easiest documentation software available. Most notes can be completed during your visit. We're digital. We do not have paper route sheets signed. Signatures are captured electroncially on whatever device you use! We developed our own staffing software that makes accepting referrals as easy as pressing a button! Therapist owned and operated! Discounts on CEUs! Weekly educational tips! Choose your own territory! Giveaway contests! And much more!    What We Expect Of You:   Extremely organized Team player Responsive Excellent communication skills Competant with online technology Polite Extremely reliable Motivated    If that does not sound like you please do not apply. We are only looking for top quality therapists to see our patients. If that does sound like you we can't wait to speak!  Good luck on the application process we hope you're exactly who we're looking for!",Entry level,Full-time,Health Care Provider,Hospitals and Health Care,https://www.linkedin.com/jobs/view/home-health-physical-therapist-pt-at-california-therapy-services-3814994646?refId=BHByA9rOKp4LqrL0TYckjw%3D%3D&trackingId=9IaTi%2FI1x8jkHCeTtuNAfg%3D%3D&position=15&pageNum=17&trk=public_jobs_jserp-result_search-card
438,,1/30/24,Burns & McDonnell,"Assistant Civil Engineer - Transportation, Roadway Design (Springdale)","Springdale, AR","Description  The Assistant Civil Engineer will work under the supervision of a licensed professional engineer to assist project teams to create world class designs for new projects, alterations, and redevelopments on a variety of projects. The Assistant Civil Engineer will work with the project team throughout the design and construction process, adapting civil plans according to budget constraints, design factors or client needs.  Project Work Includes Highway Design, Municipal Roadway Design, Traffic Engineering, Transportation Planning, Intelligent Transportation Systems, And Rail Engineering. Civil Engineering Tasks Within The Group Include   Design roadway geometrics, roundabouts, and driveways. Run stormwater calculations for inlet, pipe, and ditch design. Work on traffic phasing for our traffic control plans. Begin developing skills in software such as MicroStation, AutoCAD, ArcGIS, HEC-RAS, & OpenRoads. Assist with ad hoc projects as assigned by managers. All other duties as assigned.   Qualifications   Bachelor of Science in Civil Engineering or related degree from an ABET accredited program. Or Bachelor of Science in Civil or related Engineering Technology from an ABET accredited program and successful completion of Fundamentals of Engineering (FE) exam. Master of Science degree in Engineering may be substituted for one year of experience. Successful completion of Fundamentals of Engineering (FE) or Engineer-in-Training (EIT) strongly preferred. Minimum of a 3.0 GPA strongly preferred. Prior internship and/or related consulting experience preferred. Involvement on campus or in the community. Basic knowledge in standard civil engineering techniques, principles and procedures. Excellent written and verbal communication skills. Ability to work methodically and analytically in a quantitative problem-solving environment and demonstrated critical thinking skills. Proficient computer skills (e.g. Microsoft Office Suite) Basic computer skills (e.g. AutoCAD, MicroStation, BIM (Revit), Civil 3D, PLS, PLS-CADD, RISA-3D, MathCADD), and civil analysis programs. Strong attention to detail, facilitation, team building, collaboration, organization and problem solving skills. Demonstrated leadership skills. Candidates must be legally authorized to work in the United States on a full-time basis without requiring future sponsorship for employment visa status.   EEO/Minorities/Females/Disabled/Veterans  Job Civil Engineering  Primary Location US-AR-Springdale  Schedule: Full-time  Travel: Yes, 5 % of the Time  Req ID: 233917 Job Hire Type New Grad  #TRN  ",Not Applicable,Full-time,Engineering and Information Technology,Construction,https://www.linkedin.com/jobs/view/assistant-civil-engineer-transportation-roadway-design-springdale-at-burns-mcdonnell-3743157778?refId=BHByA9rOKp4LqrL0TYckjw%3D%3D&trackingId=4SYRCTTqkNjs8sJ1T1tJOg%3D%3D&position=16&pageNum=17&trk=public_jobs_jserp-result_search-card
439,,1/28/24,Blue Jay Dental,Private Dentist job in Celina Ohio,"Celina, OH","Blue Jay Dental has a new private practice client with the need for a general dentist to start immediately in the Celina Ohio area.  Days of the Week Monday - Thursday and occasional Fridays  Date Needed ASAP EXPERIENCE NEEDED - willing to hire new grad LOOKING FOR IN A DENTIST CANDIDATE?  Include Advanced Skills Desired  Molar endo, Extractions DESIRE PATIENT INFO:CASELOAD (% adults to kds)75  PAY TYPES (eg. %FFS, PPO, HMO, Medicaid )FFS, PPO, 1 HMO, limited Medicaid to existing only (200 patients, no new)MEDICAID = %1 # OF OPERATORIES -  8  COMPUTERS IN OPERATORIES?  yes DIGITAL Equipment? List modern equipment available all digital, panx, sensor CHARTING SOFTWARE USED (Dentrix, Eaglesoft...) Dentrix Ascend  PAPERLESS yes  TYPE OF CHAIRS Adec, Midmark CONE BEAM ?no  3D PRINTER ?no  CEREC?  yes  LASER yes, MENTORSHIP OPPORTUNITYyes This is a great opportunity in a state of the art office with mentorship available.  If interested, please call or text Jeremy at 727.643.5381 or email jer @bluejaydental.com",Mid-Senior level,Full-time,Health Care Provider,Staffing and Recruiting,https://www.linkedin.com/jobs/view/private-dentist-job-in-celina-ohio-at-blue-jay-dental-3815079169?refId=BHByA9rOKp4LqrL0TYckjw%3D%3D&trackingId=Qiyg3wFFzmmBae%2F29W8nOw%3D%3D&position=17&pageNum=17&trk=public_jobs_jserp-result_search-card
440,,1/30/24,California Therapy Services,Home Health Physical Therapist Assistant (PTA),"Los Angeles, CA","We are looking to hire highly motivated, organized, and skilled Physical Therapist Assistants with an attitude to continously learn, improve, and provide our patient's with the best care possible!  Why California Therapy Services?  We have been the industry leader throughout Southern California for nearly a decade. We have a very high referral volume that allows our therapists to stay closer to home than our competition. We also have our own in house Nurse Case Manager to provide the highest level of clinical support to you! Here's a few other benefits of our company:   New to home health? New grad? We provide a 1 on 1 orientation that fully educates in the rules, regulations, protocols, and everything you need to know to be successful in home health. The easiest documentation software available. Most notes can be completed during your visit. We're digital. We do not have paper route sheets signed. Signatures are captured electroncially on whatever device you use! We developed our own staffing software that makes accepting referrals as easy as pressing a button! Therapist owned and operated! Discounts on CEUs! Weekly educational tips! Choose your own territory! Giveaway contests! And much more!    What We Expect Of You:   Extremely organized Team player Responsive Excellent communication skills Competant with online technology Polite Extremely reliable Motivated    If that does not sound like you please do not apply. We are only looking for top quality therapists to see our patients. If that does sound like you we can't wait to speak!  Good luck on the application process we hope you're exactly who we're looking for!",Entry level,Full-time,Health Care Provider,Hospitals and Health Care,https://www.linkedin.com/jobs/view/home-health-physical-therapist-assistant-pta-at-california-therapy-services-3818058543?refId=BHByA9rOKp4LqrL0TYckjw%3D%3D&trackingId=ZOJh6WnHbnK7Z%2BY1dq02%2FA%3D%3D&position=18&pageNum=17&trk=public_jobs_jserp-result_search-card
441,,1/29/24,California Therapy Services,Home Health Physical Therapist (PT),"Los Angeles, CA","We are looking to hire highly motivated, organized, and skilled Physical Therapists with an attitude to continously learn, improve, and provide our patient's with the best care possible!  Why California Therapy Services?  We have been the industry leader throughout Southern California for nearly a decade. We have a very high referral volume that allows our therapists to stay closer to home than our competition. We also have our own in house Nurse Case Manager to provide the highest level of clinical support to you! Here's a few other benefits of our company:   New to home health? New grad? We provide a 1 on 1 orientation that fully educates in the rules, regulations, protocols, and everything you need to know to be successful in home health. The easiest documentation software available. Most notes can be completed during your visit. We're digital. We do not have paper route sheets signed. Signatures are captured electroncially on whatever device you use! We developed our own staffing software that makes accepting referrals as easy as pressing a button! Therapist owned and operated! Discounts on CEUs! Weekly educational tips! Choose your own territory! Giveaway contests! And much more!    What We Expect Of You:   Extremely organized Team player Responsive Excellent communication skills Competant with online technology Polite Extremely reliable Motivated    If that does not sound like you please do not apply. We are only looking for top quality therapists to see our patients. If that does sound like you we can't wait to speak!  Good luck on the application process we hope you're exactly who we're looking for!",Entry level,Full-time,Health Care Provider,Hospitals and Health Care,https://www.linkedin.com/jobs/view/home-health-physical-therapist-pt-at-california-therapy-services-3817187815?refId=BHByA9rOKp4LqrL0TYckjw%3D%3D&trackingId=DFicDSvAgv1qpHYguk%2FrbQ%3D%3D&position=19&pageNum=17&trk=public_jobs_jserp-result_search-card
442,,1/31/24,California Therapy Services,Home Health Physical Therapist (PT) - Westchester,"Los Angeles, CA","We are looking to hire highly motivated, organized, and skilled Physical Therapists with an attitude to continously learn, improve, and provide our patient's with the best care possible!  Why California Therapy Services?We have been the industry leader throughout Southern California for nearly a decade.  We have a very high referral volume that allows our therapists to stay closer to home than our competition.  We also have our own in house Nurse Case Manager to provide the highest level of clinical support to you!  Here's a few other benefits of our company:New to home health?  New grad?  We provide a 1 on 1 orientation that fully educates in the rules, regulations, protocols, and everything you need to know to be successful in home health.The easiest documentation software available.  Most notes can be completed during your visit.We're digital.  We do not have paper route sheets signed.  Signatures are captured electroncially on whatever device you use!We developed our own staffing software that makes accepting referrals as easy as pressing a button!Therapist owned and operated!Discounts on CEUs!Weekly educational tips!Choose your own territory!Giveaway contests!And much more!What We Expect Of You:Extremely organizedTeam playerResponsiveExcellent communication skillsCompetant with online technologyPoliteExtremely reliableMotivatedIf that does not sound like you please do not apply.  We are only looking for top quality therapists to see our patients.  If that does sound like you we can't wait to speak!Good luck on the application process we hope you're exactly who we're looking for!",Entry level,Full-time,Health Care Provider,"Health, Wellness & Fitness",https://www.linkedin.com/jobs/view/home-health-physical-therapist-pt-westchester-at-california-therapy-services-3816954316?refId=BHByA9rOKp4LqrL0TYckjw%3D%3D&trackingId=oKwbWMCQNUMedPSsE7ifwg%3D%3D&position=20&pageNum=17&trk=public_jobs_jserp-result_search-card
443,,1/31/24,California Therapy Services,Home Health Occupational Therapist (OT) - Santa Clarita CA,"Santa Clarita, CA","We are looking to hire highly motivated, organized, and skilled Occupational Therapists with an attitude to continously learn, improve, and provide our patient's with the best care possible!  Why California Therapy Services?We have been the industry leader throughout Southern California for nearly a decade.  We have a very high referral volume that allows our therapists to stay closer to home than our competition.  We also have our own in house Nurse Case Manager to provide the highest level of clinical support to you!  Here's a few other benefits of our company:New to home health?  New grad?  We provide a 1 on 1 orientation that fully educates in the rules, regulations, protocols, and everything you need to know to be successful in home health.The easiest documentation software available.  Most notes can be completed during your visit.We're digital.  We do not have paper route sheets signed.  Signatures are captured electroncially on whatever device you use!We developed our own staffing software that makes accepting referrals as easy as pressing a button!Therapist owned and operated!Discounts on CEUs!Weekly educational tips!Choose your own territory!Giveaway contests!And much more!What We Expect Of You:Extremely organizedTeam playerResponsiveExcellent communication skillsCompetant with online technologyPoliteExtremely reliableMotivatedIf that does not sound like you please do not apply.  We are only looking for top quality therapists to see our patients.  If that does sound like you we can't wait to speak!Good luck on the application process we hope you're exactly who we're looking for!",Entry level,Full-time,Health Care Provider,"Health, Wellness & Fitness",https://www.linkedin.com/jobs/view/home-health-occupational-therapist-ot-santa-clarita-ca-at-california-therapy-services-3816952567?refId=BHByA9rOKp4LqrL0TYckjw%3D%3D&trackingId=EYR6ZK9o98tAHN0GV%2FEwjA%3D%3D&position=21&pageNum=17&trk=public_jobs_jserp-result_search-card
444,,1/25/24,California Therapy Services,Home Health Physical Therapist (PT),"Carson, CA","We are looking to hire highly motivated, organized, and skilled Physical Therapists with an attitude to continously learn, improve, and provide our patient's with the best care possible!  Why California Therapy Services?  We have been the industry leader throughout Southern California for nearly a decade. We have a very high referral volume that allows our therapists to stay closer to home than our competition. We also have our own in house Nurse Case Manager to provide the highest level of clinical support to you! Here's a few other benefits of our company:   New to home health? New grad? We provide a 1 on 1 orientation that fully educates in the rules, regulations, protocols, and everything you need to know to be successful in home health. The easiest documentation software available. Most notes can be completed during your visit. We're digital. We do not have paper route sheets signed. Signatures are captured electroncially on whatever device you use! We developed our own staffing software that makes accepting referrals as easy as pressing a button! Therapist owned and operated! Discounts on CEUs! Weekly educational tips! Choose your own territory! Giveaway contests! And much more!    What We Expect Of You:   Extremely organized Team player Responsive Excellent communication skills Competant with online technology Polite Extremely reliable Motivated    If that does not sound like you please do not apply. We are only looking for top quality therapists to see our patients. If that does sound like you we can't wait to speak!  Good luck on the application process we hope you're exactly who we're looking for!",Entry level,Full-time,Health Care Provider,Hospitals and Health Care,https://www.linkedin.com/jobs/view/home-health-physical-therapist-pt-at-california-therapy-services-3814996481?refId=BHByA9rOKp4LqrL0TYckjw%3D%3D&trackingId=EKvcTp9PmwguAEmPZ9fLmA%3D%3D&position=22&pageNum=17&trk=public_jobs_jserp-result_search-card
445,,1/25/24,California Therapy Services,Home Health Physical Therapist (PT),"Big Bear City, CA","We are looking to hire highly motivated, organized, and skilled Physical Therapists with an attitude to continously learn, improve, and provide our patient's with the best care possible!  Why California Therapy Services?  We have been the industry leader throughout Southern California for nearly a decade. We have a very high referral volume that allows our therapists to stay closer to home than our competition. We also have our own in house Nurse Case Manager to provide the highest level of clinical support to you! Here's a few other benefits of our company:   New to home health? New grad? We provide a 1 on 1 orientation that fully educates in the rules, regulations, protocols, and everything you need to know to be successful in home health. The easiest documentation software available. Most notes can be completed during your visit. We're digital. We do not have paper route sheets signed. Signatures are captured electroncially on whatever device you use! We developed our own staffing software that makes accepting referrals as easy as pressing a button! Therapist owned and operated! Discounts on CEUs! Weekly educational tips! Choose your own territory! Giveaway contests! And much more!    What We Expect Of You:   Extremely organized Team player Responsive Excellent communication skills Competant with online technology Polite Extremely reliable Motivated    If that does not sound like you please do not apply. We are only looking for top quality therapists to see our patients. If that does sound like you we can't wait to speak!  Good luck on the application process we hope you're exactly who we're looking for!",Entry level,Full-time,Health Care Provider,Hospitals and Health Care,https://www.linkedin.com/jobs/view/home-health-physical-therapist-pt-at-california-therapy-services-3814998354?refId=BHByA9rOKp4LqrL0TYckjw%3D%3D&trackingId=nYXgo4zkSXax81Oo%2BQAi4w%3D%3D&position=23&pageNum=17&trk=public_jobs_jserp-result_search-card
446,,1/25/24,California Therapy Services,Home Health Physical Therapist (PT),"Dana Point, CA","We are looking to hire highly motivated, organized, and skilled Physical Therapists with an attitude to continously learn, improve, and provide our patient's with the best care possible!  Why California Therapy Services?  We have been the industry leader throughout Southern California for nearly a decade. We have a very high referral volume that allows our therapists to stay closer to home than our competition. We also have our own in house Nurse Case Manager to provide the highest level of clinical support to you! Here's a few other benefits of our company:   New to home health? New grad? We provide a 1 on 1 orientation that fully educates in the rules, regulations, protocols, and everything you need to know to be successful in home health. The easiest documentation software available. Most notes can be completed during your visit. We're digital. We do not have paper route sheets signed. Signatures are captured electroncially on whatever device you use! We developed our own staffing software that makes accepting referrals as easy as pressing a button! Therapist owned and operated! Discounts on CEUs! Weekly educational tips! Choose your own territory! Giveaway contests! And much more!    What We Expect Of You:   Extremely organized Team player Responsive Excellent communication skills Competant with online technology Polite Extremely reliable Motivated    If that does not sound like you please do not apply. We are only looking for top quality therapists to see our patients. If that does sound like you we can't wait to speak!  Good luck on the application process we hope you're exactly who we're looking for!",Entry level,Full-time,Health Care Provider,Hospitals and Health Care,https://www.linkedin.com/jobs/view/home-health-physical-therapist-pt-at-california-therapy-services-3814996477?refId=BHByA9rOKp4LqrL0TYckjw%3D%3D&trackingId=AyPNEvpqkf5Yz9JP%2F6sWIA%3D%3D&position=24&pageNum=17&trk=public_jobs_jserp-result_search-card
447,,1/25/24,California Therapy Services,Home Health Physical Therapist (PT),"Temecula, CA","We are looking to hire highly motivated, organized, and skilled Physical Therapists with an attitude to continously learn, improve, and provide our patient's with the best care possible!  Why California Therapy Services?  We have been the industry leader throughout Southern California for nearly a decade. We have a very high referral volume that allows our therapists to stay closer to home than our competition. We also have our own in house Nurse Case Manager to provide the highest level of clinical support to you! Here's a few other benefits of our company:   New to home health? New grad? We provide a 1 on 1 orientation that fully educates in the rules, regulations, protocols, and everything you need to know to be successful in home health. The easiest documentation software available. Most notes can be completed during your visit. We're digital. We do not have paper route sheets signed. Signatures are captured electroncially on whatever device you use! We developed our own staffing software that makes accepting referrals as easy as pressing a button! Therapist owned and operated! Discounts on CEUs! Weekly educational tips! Choose your own territory! Giveaway contests! And much more!    What We Expect Of You:   Extremely organized Team player Responsive Excellent communication skills Competant with online technology Polite Extremely reliable Motivated    If that does not sound like you please do not apply. We are only looking for top quality therapists to see our patients. If that does sound like you we can't wait to speak!  Good luck on the application process we hope you're exactly who we're looking for!",Entry level,Full-time,Health Care Provider,Hospitals and Health Care,https://www.linkedin.com/jobs/view/home-health-physical-therapist-pt-at-california-therapy-services-3814994617?refId=BHByA9rOKp4LqrL0TYckjw%3D%3D&trackingId=2Pxf4zVt0ZEXMdpnHzn9jw%3D%3D&position=25&pageNum=17&trk=public_jobs_jserp-result_search-card
448,,1/25/24,California Therapy Services,Home Health Physical Therapist (PT),"Big Bear City, CA","We are looking to hire highly motivated, organized, and skilled Physical Therapists with an attitude to continously learn, improve, and provide our patient's with the best care possible!  Why California Therapy Services?  We have been the industry leader throughout Southern California for nearly a decade. We have a very high referral volume that allows our therapists to stay closer to home than our competition. We also have our own in house Nurse Case Manager to provide the highest level of clinical support to you! Here's a few other benefits of our company:   New to home health? New grad? We provide a 1 on 1 orientation that fully educates in the rules, regulations, protocols, and everything you need to know to be successful in home health. The easiest documentation software available. Most notes can be completed during your visit. We're digital. We do not have paper route sheets signed. Signatures are captured electroncially on whatever device you use! We developed our own staffing software that makes accepting referrals as easy as pressing a button! Therapist owned and operated! Discounts on CEUs! Weekly educational tips! Choose your own territory! Giveaway contests! And much more!    What We Expect Of You:   Extremely organized Team player Responsive Excellent communication skills Competant with online technology Polite Extremely reliable Motivated    If that does not sound like you please do not apply. We are only looking for top quality therapists to see our patients. If that does sound like you we can't wait to speak!  Good luck on the application process we hope you're exactly who we're looking for!",Entry level,Full-time,Health Care Provider,Hospitals and Health Care,https://www.linkedin.com/jobs/view/home-health-physical-therapist-pt-at-california-therapy-services-3814998354?refId=kn53%2Fp%2F5MnKX7gBjY779hg%3D%3D&trackingId=SdahllptV4BryCJbx9sM5Q%3D%3D&position=1&pageNum=18&trk=public_jobs_jserp-result_search-card
449,,1/25/24,California Therapy Services,Home Health Physical Therapist (PT),"Carson, CA","We are looking to hire highly motivated, organized, and skilled Physical Therapists with an attitude to continously learn, improve, and provide our patient's with the best care possible!  Why California Therapy Services?  We have been the industry leader throughout Southern California for nearly a decade. We have a very high referral volume that allows our therapists to stay closer to home than our competition. We also have our own in house Nurse Case Manager to provide the highest level of clinical support to you! Here's a few other benefits of our company:   New to home health? New grad? We provide a 1 on 1 orientation that fully educates in the rules, regulations, protocols, and everything you need to know to be successful in home health. The easiest documentation software available. Most notes can be completed during your visit. We're digital. We do not have paper route sheets signed. Signatures are captured electroncially on whatever device you use! We developed our own staffing software that makes accepting referrals as easy as pressing a button! Therapist owned and operated! Discounts on CEUs! Weekly educational tips! Choose your own territory! Giveaway contests! And much more!    What We Expect Of You:   Extremely organized Team player Responsive Excellent communication skills Competant with online technology Polite Extremely reliable Motivated    If that does not sound like you please do not apply. We are only looking for top quality therapists to see our patients. If that does sound like you we can't wait to speak!  Good luck on the application process we hope you're exactly who we're looking for!",Entry level,Full-time,Health Care Provider,Hospitals and Health Care,https://www.linkedin.com/jobs/view/home-health-physical-therapist-pt-at-california-therapy-services-3814996481?refId=kn53%2Fp%2F5MnKX7gBjY779hg%3D%3D&trackingId=j9T8QZDC50y1PZDn4oVPhQ%3D%3D&position=2&pageNum=18&trk=public_jobs_jserp-result_search-card
450,,1/25/24,California Therapy Services,Home Health Physical Therapist (PT),"Dana Point, CA","We are looking to hire highly motivated, organized, and skilled Physical Therapists with an attitude to continously learn, improve, and provide our patient's with the best care possible!  Why California Therapy Services?  We have been the industry leader throughout Southern California for nearly a decade. We have a very high referral volume that allows our therapists to stay closer to home than our competition. We also have our own in house Nurse Case Manager to provide the highest level of clinical support to you! Here's a few other benefits of our company:   New to home health? New grad? We provide a 1 on 1 orientation that fully educates in the rules, regulations, protocols, and everything you need to know to be successful in home health. The easiest documentation software available. Most notes can be completed during your visit. We're digital. We do not have paper route sheets signed. Signatures are captured electroncially on whatever device you use! We developed our own staffing software that makes accepting referrals as easy as pressing a button! Therapist owned and operated! Discounts on CEUs! Weekly educational tips! Choose your own territory! Giveaway contests! And much more!    What We Expect Of You:   Extremely organized Team player Responsive Excellent communication skills Competant with online technology Polite Extremely reliable Motivated    If that does not sound like you please do not apply. We are only looking for top quality therapists to see our patients. If that does sound like you we can't wait to speak!  Good luck on the application process we hope you're exactly who we're looking for!",Entry level,Full-time,Health Care Provider,Hospitals and Health Care,https://www.linkedin.com/jobs/view/home-health-physical-therapist-pt-at-california-therapy-services-3814996477?refId=kn53%2Fp%2F5MnKX7gBjY779hg%3D%3D&trackingId=B4xSPi6NgVsL18%2F%2F4Ui4Dw%3D%3D&position=3&pageNum=18&trk=public_jobs_jserp-result_search-card
451,,1/25/24,California Therapy Services,Home Health Physical Therapist (PT),"Hesperia, CA",,-1,-1,-1,-1,https://www.linkedin.com/jobs/view/home-health-physical-therapist-pt-at-california-therapy-services-3814994650?refId=kn53%2Fp%2F5MnKX7gBjY779hg%3D%3D&trackingId=o6WfIaAFt%2F%2FK5uThPI2eyw%3D%3D&position=4&pageNum=18&trk=public_jobs_jserp-result_search-card
452,,1/25/24,California Therapy Services,Home Health Physical Therapist (PT),"Temecula, CA","We are looking to hire highly motivated, organized, and skilled Physical Therapists with an attitude to continously learn, improve, and provide our patient's with the best care possible!  Why California Therapy Services?  We have been the industry leader throughout Southern California for nearly a decade. We have a very high referral volume that allows our therapists to stay closer to home than our competition. We also have our own in house Nurse Case Manager to provide the highest level of clinical support to you! Here's a few other benefits of our company:   New to home health? New grad? We provide a 1 on 1 orientation that fully educates in the rules, regulations, protocols, and everything you need to know to be successful in home health. The easiest documentation software available. Most notes can be completed during your visit. We're digital. We do not have paper route sheets signed. Signatures are captured electroncially on whatever device you use! We developed our own staffing software that makes accepting referrals as easy as pressing a button! Therapist owned and operated! Discounts on CEUs! Weekly educational tips! Choose your own territory! Giveaway contests! And much more!    What We Expect Of You:   Extremely organized Team player Responsive Excellent communication skills Competant with online technology Polite Extremely reliable Motivated    If that does not sound like you please do not apply. We are only looking for top quality therapists to see our patients. If that does sound like you we can't wait to speak!  Good luck on the application process we hope you're exactly who we're looking for!",Entry level,Full-time,Health Care Provider,Hospitals and Health Care,https://www.linkedin.com/jobs/view/home-health-physical-therapist-pt-at-california-therapy-services-3814994617?refId=kn53%2Fp%2F5MnKX7gBjY779hg%3D%3D&trackingId=F%2FSXLuKlQ6XtUgaKUepuiQ%3D%3D&position=5&pageNum=18&trk=public_jobs_jserp-result_search-card
